transactionDate,employee_employeeId,employee_employeeCode,employee_employeeName,paymentType,transactionDetails,amount
7/9/2021,,NIL,NIL,Subscription to News papers,News Paper Bill,230
7/9/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/10/2021,,NIL,NIL,Furnishing & Lighiting,Led Bulbs Bill,1805
7/10/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/11/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/12/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/11/2021,,NIL,NIL,Formalities paid to others,Court Case,1500
7/16/2021,,NIL,NIL,Labor charges paid,Sri Sai Kamanu Kooli,100
7/14/2021,,NIL,NIL,Plant Maintenance,Compressure Oil,4300
7/14/2021,,NIL,NIL,Office maintainance,Pen Boxes,100
7/14/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/15/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/16/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/17/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/18/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/19/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/21/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/22/2021,,NIL,NIL,Telephone Bills,Telephone Bill,600
7/22/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/23/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/24/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/25/2021,,NIL,NIL,Sadar Expenses,Tea,100
7/26/2021,,NIL,NIL,Plant Equipment,Electrical Solvent,400
7/26/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/28/2021,,NIL,NIL,Plant Maintenance,Iron Beeruva,5200
7/28/2021,,NIL,NIL,Plant Maintenance,Kirayi For Iron Beeruva,200
7/28/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/28/2021,,NIL,NIL,Plant Equipment,Plastic Bends,300
7/29/2021,,NIL,NIL,Furnishing & Lighiting,Electrical Bulbs,770
7/29/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/30/2021,,NIL,NIL,Plant Maintenance,Diesil Oil,800
7/30/2021,,NIL,NIL,Plant Maintenance,Blades,100
7/30/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/31/2021,,NIL,NIL,Sadar Expenses,Tea,100
7/31/2021,,NIL,NIL,Plant Maintenance,For Compressure Welding,1600
7/31/2021,,NIL,NIL,Sadar Expenses,Meals,100
3/2/2021,,NIL,NIL,Sadar Expenses,Tea,100
7/31/2021,,NIL,NIL,Plant Maintenance,Barakam,200
8/1/2021,,NIL,NIL,Sadar Expenses,Tea,50
8/2/2021,,NIL,NIL,Sadar Expenses,Tea,50
8/4/2021,,NIL,NIL,Sadar Expenses,Tea,50
8/4/2021,,NIL,NIL,Plant Maintenance,Iron  Dummies,100
8/4/2021,,NIL,NIL,Formalities paid to others,Vij Satyanarayana Lorry Mamullu,1100
8/5/2021,,NIL,NIL,Sadar Expenses,Tea,50
8/5/2021,,NIL,NIL,Office maintainance,Agar Battties,200
8/6/2021,,NIL,NIL,Sadar Expenses,Tea,50
8/7/2021,,NIL,NIL,Sadar Expenses,Tea,50
8/8/2021,,NIL,NIL,Sadar Expenses,Tea,50
8/9/2021,,NIL,NIL,Subscription to News papers,News Paper Bill,230
8/9/2021,,NIL,NIL,Sadar Expenses,Tea,50
8/5/2021,,SSCS01,M.Nageswara Rao,Salaries paid to Staff,Monthly Salary,16000
8/5/2021,,SSCS07,K.Chakradhara Rao,Salaries paid to Staff,Monthly Salary,8500
8/5/2021,,SSCS05,Satyanarayana,Salaries paid to Staff,Monthly Salary,8000
8/5/2021,,SSCS06,Subrahmanyam,Salaries paid to Staff,Monthly Salary,7500
8/5/2021,,SSCS04,Ch.V.N.Dhana Lakshmi,Salaries paid to Staff,Monthly Salary,5000
8/5/2021,,SSCS08,WatchmanKannyya,Salaries paid to Staff,Monthly Salary,5000
8/5/2021,,SSCS02,R.G.Prasad,Salaries paid to Staff,Monthly Salary,10000
8/5/2021,,SSCS12,SweeperVenkayamma,Salaries paid to Staff,Monthly Salary,3000
8/11/2021,,NIL,NIL,Plant Maintenance,Purchased Torch Light,370
8/11/2021,,NIL,NIL,Sadar Expenses,Tea,50
8/12/2021,,NIL,NIL,Plant Equipment,Pipes Transport Charges,600
8/12/2021,,NIL,NIL,Sadar Expenses,Tea,50
8/13/2021,,NIL,NIL,Plant Equipment,Welding Rods+ Meals,700
8/13/2021,,NIL,NIL,Sadar Expenses,Tea,50
8/14/2021,,NIL,NIL,Plant Maintenance,Welding Work,5500
8/14/2021,,NIL,NIL,Sadar Expenses,Tea,150
8/14/2021,,NIL,NIL,Sadar Expenses,Meals,300
8/16/2021,,NIL,NIL,Sadar Expenses,Tea,50
8/18/2021,,NIL,NIL,Labor charges paid,Pesticides Spray,300
8/18/2021,,NIL,NIL,Sadar Expenses,Tea,50
8/19/2021,,NIL,NIL,Sadar Expenses,Tea,50
8/20/2021,,NIL,NIL,Sadar Expenses,Tea,50
8/21/2021,,NIL,NIL,Sadar Expenses,Tea,50
8/22/2021,,NIL,NIL,Donations to Local Institutions,Chanda,1000
8/22/2021,,NIL,NIL,Sadar Expenses,Tea,50
8/23/2021,,NIL,NIL,Sadar Expenses,Tea,50
8/25/2021,,NIL,NIL,Sadar Expenses,Tea,50
8/26/2021,,NIL,NIL,Office maintainance,Coconuts& Agara Bathies,100
8/26/2021,,NIL,NIL,Sadar Expenses,Tea,50
8/27/2021,,NIL,NIL,Sadar Expenses,Tea,50
8/28/2021,,NIL,NIL,Sadar Expenses,Tea,100
8/29/2021,,NIL,NIL,Furnishing & Lighiting,Electrical Samanulu,1400
8/29/2021,,NIL,NIL,Plant Maintenance,Ammonia Gas Bill,22400
8/29/2021,,NIL,NIL,Sadar Expenses,Meals+ Tea,200
8/30/2021,,NIL,NIL,Sadar Expenses,Tea,50
9/1/2021,,NIL,NIL,Sadar Expenses,Tea,30
9/1/2021,,NIL,NIL,Office maintainance,Tea Flask Purchased,500
9/2/2021,,NIL,NIL,Sadar Expenses,Tea,50
9/3/2021,,NIL,NIL,Telephone Bills,Telephone Bill,310
9/3/2021,,NIL,NIL,Sadar Expenses,Tea,40
9/4/2021,,SSCS02,R.G.Prasad,Salaries paid to Staff,Monthly Salary,10000
9/4/2021,,SSCS07,K.Chakradhara Rao,Salaries paid to Staff,Monthly Salary,8500
9/4/2021,,SSCS01,M.Nageswara Rao,Salaries paid to Staff,Monthly Salary,16000
9/4/2021,,SSCS06,Subrahmanyam,Salaries paid to Staff,Monthly Salary,7500
9/4/2021,,SSCS04,Ch.V.N.Dhana Lakshmi,Salaries paid to Staff,Monthly Salary,5000
9/4/2021,,SSCS08,WatchmanKannyya,Salaries paid to Staff,Monthly Salary,5000
9/4/2021,,SSCS05,Satyanarayana,Salaries paid to Staff,Monthly Salary,4700
9/4/2021,,SSCS12,SweeperVenkayamma,Salaries paid to Staff,Monthly Salary,3000
9/4/2021,,NIL,NIL,Sadar Expenses,Tea,50
9/2/2021,,NIL,NIL,Sadar Expenses,Tea,50
9/6/2021,,NIL,NIL,Sadar Expenses,Tea,50
9/6/2021,,NIL,NIL,Office maintainance,Torch Light,450
9/8/2021,,NIL,NIL,Donations to Local Institutions,Burrakatha,1500
9/8/2021,,NIL,NIL,Subscription to News papers,News Paper Bill,230
9/8/2021,,NIL,NIL,Plant Maintenance,Brooms+knives,240
9/8/2021,,NIL,NIL,Sadar Expenses,Tea,100
9/9/2021,,NIL,NIL,Labor charges paid,Ladies-2 2days,2000
9/9/2021,,NIL,NIL,Sadar Expenses,Tea,100
9/9/2021,,NIL,NIL,Plant Maintenance,Vinayaka Pooja Samagri,910
9/11/2021,,NIL,NIL,Sadar Expenses,Tea,50
9/12/2021,,NIL,NIL,Sadar Expenses,Tea,50
9/13/2021,,NIL,NIL,Sadar Expenses,Tea,50
9/15/2021,,NIL,NIL,Sadar Expenses,Tea,50
9/16/2021,,NIL,NIL,Sadar Expenses,Tea,50
9/17/2021,,NIL,NIL,Sadar Expenses,Tea,50
9/18/2021,,NIL,NIL,Sadar Expenses,Tea,50
9/19/2021,,NIL,NIL,Sadar Expenses,Tea,50
9/19/2021,,NIL,NIL,Plant Maintenance,Zerox + Meals,400
9/20/2021,,NIL,NIL,Sadar Expenses,Tea,50
9/22/2021,,NIL,NIL,Sadar Expenses,Tea,50
9/22/2021,,NIL,NIL,Plant Maintenance,Deosil Oil,800
9/22/2021,,NIL,NIL,Furnishing & Lighiting,Led Bulbs,800
9/23/2021,,NIL,NIL,Sadar Expenses,Tea,50
9/24/2021,,NIL,NIL,Sadar Expenses,Tea,50
9/25/2021,,NIL,NIL,Plant Maintenance,20 Ltrs Liquid,4300
9/25/2021,,NIL,NIL,Plant Maintenance,Brush,200
9/25/2021,,NIL,NIL,Plant Maintenance,Tapes,60
9/25/2021,,NIL,NIL,Plant Maintenance,Cement Bags 40*170,6800
9/25/2021,,NIL,NIL,Labor charges paid,Hamali For Cement Bags,100
9/25/2021,,NIL,NIL,Sadar Expenses,Meals,300
9/25/2021,,NIL,NIL,Plant Maintenance,Auto Kirayi For Cement Bags,200
9/25/2021,,NIL,NIL,Plant Maintenance,Transformer Repare Charges,1000
9/25/2021,,NIL,NIL,Sadar Expenses,Tea,100
9/26/2021,,NIL,NIL,Formalities paid to others,Income Tax Officers Dusserah Mamulu,2000
9/26/2021,,NIL,NIL,Plant Maintenance,P.v.c Cement Bags 25*150,3750
9/26/2021,,NIL,NIL,Plant Maintenance,For Cement Bags Kirayi,350
9/26/2021,,NIL,NIL,Sadar Expenses,Meals+ Tiffens,400
9/26/2021,,NIL,NIL,Office maintainance,Glouses,100
9/26/2021,,NIL,NIL,Sadar Expenses,Tea,100
9/28/2021,,NIL,NIL,Sadar Expenses,Tea,50
9/29/2021,,NIL,NIL,Labor charges paid,Ladies - 7*400,2800
9/29/2021,,NIL,NIL,Sadar Expenses,Tea,50
10/1/2021,,NIL,NIL,Labor charges paid,Vr Tpg 6340/700 -100 Bags Hamali,365
9/30/2021,,NIL,NIL,Sadar Expenses,Tea,50
10/1/2021,,NIL,NIL,Plant Maintenance,Generator Repair,2200
10/1/2021,,NIL,NIL,Plant Maintenance,Petrol (r.g.prasad),100
10/1/2021,,NIL,NIL,Sadar Expenses,Tea,50
10/3/2021,,NIL,NIL,Sadar Expenses,Tea,50
10/4/2021,,NIL,NIL,Electricity Bills,Electricity Bill Paid,158415
10/4/2021,,NIL,NIL,Plant Maintenance,Petrol( R. G. Prasad),100
10/4/2021,,NIL,NIL,Sadar Expenses,Tea,50
10/4/2021,,SSCS02,R.G.Prasad,Salaries paid to Staff,Monthly Salary,10000
10/4/2021,,SSCS05,Satyanarayana,Salaries paid to Staff,Monthly Salary,8000
10/4/2021,,SSCS06,Subrahmanyam,Salaries paid to Staff,Monthly Salary,7500
10/4/2021,,SSCS04,Ch.V.N.Dhana Lakshmi,Salaries paid to Staff,Monthly Salary,5000
10/4/2021,,SSCS08,WatchmanKannyya,Salaries paid to Staff,Monthly Salary,5000
10/6/2021,,NIL,NIL,Sadar Expenses,Tea,50
10/7/2021,,NIL,NIL,Sadar Expenses,Tea,50
10/8/2021,,NIL,NIL,Office maintainance,Purchased Coconuts& Agarbatties,120
10/8/2021,,NIL,NIL,Subscription to News papers,News Paper Bill,230
10/8/2021,,SSCS07,K.Chakradhara Rao,Salaries paid to Staff,Monthly Salary,8500
10/8/2021,,SSCS12,SweeperVenkayamma,Salaries paid to Staff,Monthly Salary,3000
10/8/2021,,SSCS01,M.Nageswara Rao,Salaries paid to Staff,Monthly Salary,16000
10/8/2021,,NIL,NIL,Sadar Expenses,Tea,50
10/8/2021,,NIL,NIL,Office maintainance,Brooms,50
10/9/2021,,NIL,NIL,Plant Maintenance,Sand+cement+rikshaw+meals+petrol,2260
10/9/2021,,NIL,NIL,Sadar Expenses,Tea,50
10/9/2021,,NIL,NIL,Formalities paid to others,Cto Office Helper Dasara Mamulu,500
10/10/2021,,NIL,NIL,Plant Maintenance,Sand Tractor,4800
10/10/2021,,NIL,NIL,Formalities paid to others,Sales Tax Officers Dasara Mamulu,2000
10/10/2021,,NIL,NIL,Donations to Local Institutions,Chanda,500
10/10/2021,,NIL,NIL,Formalities paid to others,Electrical Officers Dasara Mamulu,2000
10/10/2021,,NIL,NIL,Sadar Expenses,Tea,100
10/10/2021,,NIL,NIL,Plant Maintenance,Liquid Bottle,2600
10/10/2021,,NIL,NIL,Plant Maintenance,Cement Bags,1150
10/11/2021,,NIL,NIL,Telephone Bills,Telephone Bill Paid,610
10/11/2021,,NIL,NIL,Plant Maintenance,Purchased Coconuts,100
10/11/2021,,NIL,NIL,Labor charges paid,DK Prasad Chillies Hamali+kata,365
10/15/2021,,NIL,NIL,Labor charges paid,Vr/tpg 6340/700 T/r 15kg 80 Bags Hamali Charges,290
10/11/2021,,NIL,NIL,Plant Maintenance,Gunny Bags Pala,500
10/11/2021,,NIL,NIL,Sadar Expenses,Tea,100
10/11/2021,,NIL,NIL,Plant Maintenance,Welder-7-,2800
10/11/2021,,NIL,NIL,Sadar Expenses,Meals,200
10/13/2021,,NIL,NIL,Sadar Expenses,Tea,50
10/14/2021,,NIL,NIL,Donations to Local Institutions,Vizilence,5000
10/14/2021,,NIL,NIL,Plant Maintenance,Compressor Oil,3100
10/14/2021,,NIL,NIL,Sadar Expenses,Tea,50
10/15/2021,,NIL,NIL,Sadar Expenses,Tea,50
10/16/2021,,NIL,NIL,Sadar Expenses,Tea,50
10/17/2021,,NIL,NIL,Sadar Expenses,Tata Water Bottles,400
10/17/2021,,NIL,NIL,Labor charges paid,Ladies-4,1200
10/17/2021,,NIL,NIL,Sadar Expenses,Tiffen,70
10/17/2021,,NIL,NIL,Sadar Expenses,Tea,50
10/18/2021,,NIL,NIL,Donations to Local Institutions,Padala Devi Chanda,1000
10/18/2021,,NIL,NIL,Sadar Expenses,Tea,100
10/18/2021,,NIL,NIL,Sadar Expenses,Tiffen,70
10/20/2021,,NIL,NIL,Sadar Expenses,Tea+ Tiffen,140
10/21/2021,,NIL,NIL,Sadar Expenses,Tea,50
10/22/2021,,NIL,NIL,Sadar Expenses,Tea,50
10/23/2021,,NIL,NIL,Sadar Expenses,Tea,50
10/24/2021,,NIL,NIL,Sadar Expenses,Tea+ Tiffen,170
10/25/2021,,NIL,NIL,Plant Maintenance,Ammonia Gas,18000
10/25/2021,,NIL,NIL,Sadar Expenses,Tea,50
10/29/2021,,NIL,NIL,Labor charges paid,Vr/tpg T/r 6340/700 Lot Hamali Charges,255
10/27/2021,,NIL,NIL,Sadar Expenses,Tea,50
10/28/2021,,NIL,NIL,Sadar Expenses,Tea,50
10/29/2021,,NIL,NIL,Sadar Expenses,Tea,50
10/30/2021,,NIL,NIL,Printing & Stationery,A4 Sheets Box,1750
10/30/2021,,NIL,NIL,Sadar Expenses,Tea,50
10/31/2021,,NIL,NIL,Sadar Expenses,Tea,50
11/1/2021,,NIL,NIL,Sadar Expenses,Tea,50
11/3/2021,,NIL,NIL,Furnishing & Lighiting,Tube Lights+bulbs,900
11/3/2021,,NIL,NIL,Sadar Expenses,Tea,50
11/3/2021,,NIL,NIL,Office maintainance,Pooja Samanulu,600
11/3/2021,,NIL,NIL,Bonus paid to staff,Deepavali Bonasulu Paid To Staff,6800
11/3/2021,,SSCS02,R.G.Prasad,Salaries paid to Staff,Monthly Salary,10000
11/3/2021,,SSCS07,K.Chakradhara Rao,Salaries paid to Staff,Monthly Salary,8500
11/3/2021,,SSCS05,Satyanarayana,Salaries paid to Staff,Monthly Salary,8000
11/3/2021,,SSCS06,Subrahmanyam,Salaries paid to Staff,Monthly Salary,7500
11/3/2021,,SSCS04,Ch.V.N.Dhana Lakshmi,Salaries paid to Staff,Monthly Salary,5000
11/3/2021,,SSCS08,WatchmanKannyya,Salaries paid to Staff,Monthly Salary,5000
11/3/2021,,SSCS12,SweeperVenkayamma,Salaries paid to Staff,Monthly Salary,3000
11/3/2021,,SSCS01,M.Nageswara Rao,Salaries paid to Staff,Monthly Salary,16000
11/14/2021,,NIL,NIL,Labor charges paid,K.koti 4bags Mirchi Sample Charges,100
11/5/2021,,NIL,NIL,Sadar Expenses,Tea,50
11/7/2021,,NIL,NIL,Sadar Expenses,Tea,50
11/6/2021,,NIL,NIL,Sadar Expenses,Tea,50
11/10/2021,,NIL,NIL,Subscription to News papers,News Paper Bill,230
11/10/2021,,NIL,NIL,Sadar Expenses,Tea,50
11/11/2021,,NIL,NIL,Sadar Expenses,Tea,50
11/12/2021,,NIL,NIL,Sadar Expenses,Tea,50
11/13/2021,,NIL,NIL,Plant Maintenance,Compressure Oil(9-11-2021),3300
11/13/2021,,NIL,NIL,Sadar Expenses,Tea,50
11/14/2021,,NIL,NIL,Sadar Expenses,Meals,150
11/14/2021,,NIL,NIL,Sadar Expenses,Tea,50
11/15/2021,,NIL,NIL,Telephone Bills,Telephone Bill,300
11/15/2021,,NIL,NIL,Office maintainance,Pooja Oil + Agarabatties,300
11/15/2021,,NIL,NIL,Sadar Expenses,Tea,50
11/17/2021,,NIL,NIL,Office maintainance,Dish Tv Recharge,1350
11/17/2021,,NIL,NIL,Sadar Expenses,Tea,50
11/18/2021,,NIL,NIL,Sadar Expenses,Tea,50
11/19/2021,,NIL,NIL,Furnishing & Lighiting,Electrical Edge Fuse,100
11/19/2021,,NIL,NIL,Sadar Expenses,Tea,50
11/20/2021,,NIL,NIL,Sadar Expenses,Tea,50
11/21/2021,,NIL,NIL,Sadar Expenses,Tea,50
11/22/2021,,NIL,NIL,Sadar Expenses,Tea,50
11/24/2021,,NIL,NIL,Sadar Expenses,Tea,50
11/25/2021,,NIL,NIL,Sadar Expenses,Tea,50
11/25/2021,,NIL,NIL,Labor charges paid,Water Pipe Repare,200
11/26/2021,,NIL,NIL,Sadar Expenses,Tea,50
11/27/2021,,NIL,NIL,Furnishing & Lighiting,Electrical Samanulu+ Meals,500
11/27/2021,,NIL,NIL,Sadar Expenses,Tea,100
11/28/2021,,NIL,NIL,Donations to Local Institutions,Shasti Chanda [relangi],560
11/28/2021,,NIL,NIL,Plant Maintenance,Compressure Oil,3300
11/28/2021,,NIL,NIL,Sadar Expenses,Tea,100
11/29/2021,,NIL,NIL,Formalities paid to others,Chamber Of Commerce & I Receipt,1500
10/29/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/1/2021,,NIL,NIL,Plant Maintenance,Plastic Wire,500
12/1/2021,,NIL,NIL,Plant Maintenance,Samanulu+cheta,500
12/1/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/2/2021,,NIL,NIL,Labor charges paid,Gents Labour -2,1100
12/2/2021,,NIL,NIL,Sadar Expenses,Tea,80
12/2/2021,,NIL,NIL,Office maintainance,Pens + Pooja Samanulu,480
12/3/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/3/2021,,NIL,NIL,Plant Maintenance,Deisil Oil,800
12/4/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/5/2021,,NIL,NIL,Donations to Local Institutions,Shashti Chanda,3605
12/5/2021,,NIL,NIL,Sadar Expenses,Tea,80
12/5/2021,,SSCS02,R.G.Prasad,Salaries paid to Staff,Monthly Salary,10000
12/5/2021,,SSCS07,K.Chakradhara Rao,Salaries paid to Staff,Monthly Salary,8500
12/5/2021,,SSCS12,SweeperVenkayamma,Salaries paid to Staff,Monthly Salary,3000
12/5/2021,,SSCS05,Satyanarayana,Salaries paid to Staff,Monthly Salary,8000
12/5/2021,,SSCS06,Subrahmanyam,Salaries paid to Staff,Monthly Salary,7500
12/5/2021,,SSCS04,Ch.V.N.Dhana Lakshmi,Salaries paid to Staff,Monthly Salary,5000
12/5/2021,,SSCS08,WatchmanKannyya,Salaries paid to Staff,Monthly Salary,5000
12/5/2021,,SSCS01,M.Nageswara Rao,Salaries paid to Staff,Monthly Salary,16000
12/5/2021,,NIL,NIL,Labor charges paid,Gent Labour,550
12/6/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/7/2021,,NIL,NIL,Labor charges paid,Gent Labour,550
12/8/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/10/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/11/2021,,NIL,NIL,Plant Maintenance,Welding Work Siva,1500
12/11/2021,,NIL,NIL,Labor charges paid,Gent Labour,500
12/11/2021,,NIL,NIL,Sadar Expenses,Tea,100
12/11/2021,,NIL,NIL,Plant Equipment,Welding Rods,100
12/11/2021,,NIL,NIL,Subscription to News papers,News Paper Bill,230
12/11/2021,,NIL,NIL,Plant Equipment,Gas Auto Kirayi,500
12/11/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/12/2021,,NIL,NIL,Donations to Local Institutions,Pagati Vesam,500
12/12/2021,,NIL,NIL,Sadar Expenses,Tea,100
12/12/2021,,NIL,NIL,Office maintainance,Computer Repair,250
12/13/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/15/2021,,NIL,NIL,Office Equipment,Computer Mouse,200
12/15/2021,,NIL,NIL,Plant Maintenance,Water Tap Repair,520
12/15/2021,,NIL,NIL,Office Equipment,Pens+ Books,350
12/15/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/18/2021,,NIL,NIL,Labor charges paid,Msr/relangi Bf Mirchi  Hamali For 23 Bags,330
12/16/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/17/2021,,NIL,NIL,Formalities paid to others,C. I. T. U Office Mamullu,5000
12/17/2021,,NIL,NIL,Plant Maintenance,Compressure Oil,500
12/17/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/9/2021,,NIL,NIL,Formalities paid to others,Jattu Peddodu Daughter Marriage Gift,1500
12/18/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/19/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/19/2021,,NIL,NIL,Donations to Local Institutions,Chanda,100
12/20/2021,,NIL,NIL,Plant Equipment,Ammonia Gas Cylenders 3,13800
12/20/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/22/2021,,NIL,NIL,Donations to Local Institutions,Dalitha Satta Chanda,1000
12/22/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/23/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/24/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/25/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/26/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/27/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/29/2021,,NIL,NIL,Office maintainance,Computer Repair,1300
12/29/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/30/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/27/2021,,NIL,NIL,Office maintainance,Cocnuts+ Agarabatties,100
12/31/2021,,NIL,NIL,Sadar Expenses,Tea,50
12/31/2021,,NIL,NIL,Telephone Bills,Telephone Bill,300
1/1/2022,,NIL,NIL,Sadar Expenses,Tea,50
1/2/2022,,NIL,NIL,Sadar Expenses,Tea,50
1/3/2022,,SSCS02,R.G.Prasad,Salaries paid to Staff,Monthly Salary,10000
1/3/2022,,SSCS05,Satyanarayana,Salaries paid to Staff,Monthly Salary,8000
1/3/2022,,SSCS06,Subrahmanyam,Salaries paid to Staff,Monthly Salary,7500
1/3/2022,,SSCS12,SweeperVenkayamma,Salaries paid to Staff,Monthly Salary,3000
1/3/2022,,SSCS04,Ch.V.N.Dhana Lakshmi,Salaries paid to Staff,Monthly Salary,5000
1/3/2022,,SSCS08,WatchmanKannyya,Salaries paid to Staff,Monthly Salary,5000
1/3/2022,,SSCS01,M.Nageswara Rao,Salaries paid to Staff,Monthly Salary,16000
1/3/2022,,NIL,NIL,Plant Equipment,Compressure Oil,3500
1/3/2022,,NIL,NIL,Sadar Expenses,Tea,50
1/3/2022,,SSCS07,K.Chakradhara Rao,Salaries paid to Staff,Monthly Salary,8500
1/5/2022,,NIL,NIL,Sadar Expenses,Tea,50
1/6/2022,,NIL,NIL,Sadar Expenses,Tea,50
1/7/2022,,NIL,NIL,Sadar Expenses,Tea,50
1/7/2022,,NIL,NIL,Office maintainance,Agarbatties,300
1/8/2022,,NIL,NIL,Plant Maintenance,10 Bags Cement,3300
1/8/2022,,NIL,NIL,Sadar Expenses,Tea,50
1/9/2022,,NIL,NIL,Sadar Expenses,Meals,700
1/9/2022,,NIL,NIL,Sadar Expenses,Tea,100
1/9/2022,,NIL,NIL,Bonus paid to Hamalies,Hamalies Pongal Bonus,47090
1/9/2022,,NIL,NIL,Labor charges paid,Vij Ravi Advance,500
1/10/2022,,NIL,NIL,Plant Maintenance,Kalupu Mandu,820
1/10/2022,,NIL,NIL,Plant Maintenance,Sand Tractor,3500
1/10/2022,,NIL,NIL,Plant Maintenance,Pvc Spares,1700
1/10/2022,,NIL,NIL,Plant Maintenance,Pvc Pipes,1500
1/10/2022,,NIL,NIL,Sadar Expenses,Meals,600
1/10/2022,,NIL,NIL,Plant Maintenance,Gravel 1/2 Tractor,2050
1/10/2022,,NIL,NIL,Sadar Expenses,Tea,100
1/10/2022,,NIL,NIL,Subscription to News papers,News Paper Bill,230
1/11/2022,,NIL,NIL,Sadar Expenses,Night Meals,300
1/10/2022,,NIL,NIL,Sadar Expenses,Tea+ Meals,200
1/12/2022,,NIL,NIL,Labor charges paid,Ladies 9*400,3600
1/12/2022,,NIL,NIL,Sadar Expenses,Tea,50
1/13/2022,,NIL,NIL,Sadar Expenses,Tea,50
1/13/2022,,NIL,NIL,Bonus paid to staff,R. G. Prasad Pongal Bonus,10000
1/13/2022,,NIL,NIL,Bonus paid to staff,K. Chakradhara Rao Pongal Bonus,8500
1/13/2022,,NIL,NIL,Bonus paid to staff,Satyanarayana Pongal Bonus,8000
1/13/2022,,NIL,NIL,Bonus paid to staff,Subrahmanyam Pongal Bonus,7500
1/13/2022,,NIL,NIL,Bonus paid to staff,Ch. V. N. Dhanalakshmi Pongal Bonus,5000
1/13/2022,,NIL,NIL,Bonus paid to staff,A. Kannayya Pongal Bonus,5000
1/13/2022,,NIL,NIL,Bonus paid to staff,Sweeper Venkayamma Pongal Bonus,3000
1/13/2022,,NIL,NIL,Bonus paid to staff,M. Nageswara Rao Pongal Bonus,16000
1/13/2022,,NIL,NIL,Formalities paid to others,Pkl Lorry Pongal Mamullu,800
1/19/2022,,NIL,NIL,Sadar Expenses,Tea,50
1/20/2022,,NIL,NIL,Sadar Expenses,Tea,50
1/21/2022,,NIL,NIL,Plant Maintenance,Pipe Samanulu,2000
1/21/2022,,NIL,NIL,Sadar Expenses,Tea,100
1/21/2022,,NIL,NIL,Plant Maintenance,Tape Reals+ Tea,100
1/22/2022,,NIL,NIL,Sadar Expenses,Tea,50
1/22/2022,,NIL,NIL,Sadar Expenses,Meals+plates,130
1/23/2022,,NIL,NIL,Sadar Expenses,Tea,100
1/23/2022,,NIL,NIL,Plant Maintenance,Petrol,100
1/24/2022,,NIL,NIL,Telephone Bills,Telephone Bill,300
1/24/2022,,NIL,NIL,Plant Maintenance,Compressure Oil,3500
1/24/2022,,NIL,NIL,Sadar Expenses,Tea,50
1/24/2022,,NIL,NIL,Labor charges paid,Ladies 3*400,1200
1/24/2022,,NIL,NIL,Office maintainance,Coconuts,100
1/25/2022,,NIL,NIL,Sadar Expenses,Tea,50
1/27/2022,,NIL,NIL,Sadar Expenses,Tea,50
1/27/2022,,NIL,NIL,Office maintainance,Purchase Mask,150
1/28/2022,,NIL,NIL,Formalities paid to others,A.m.c.yard 2years Assesment,10000
1/28/2022,,NIL,NIL,Donations to Local Institutions,A. M. C  Yard Pongal Mamulu,1000
1/28/2022,,NIL,NIL,Sadar Expenses,Tea,50
1/28/2022,,NIL,NIL,Office maintainance,Coconuts,50
